sample_index,gps_time,time_since_start_s,time_centered_s,strain,detector,strain_abs,strain_sign,strain_sq
30,1187006834.0073242,0.00732421875,-2047.99267578125,-6.519618037359674e-19,L1,6.519618037359674e-19,-1.0,4.250541935306561e-37
31,1187006834.0075684,0.007568359375,-2047.992431640625,-6.579478022537906e-19,L1,6.579478022537906e-19,-1.0,4.328953104905931e-37
32,1187006834.0078125,0.0078125,-2047.9921875,-6.56847223833015e-19,L1,6.56847223833015e-19,-1.0,4.314482754571389e-37
33,1187006834.0080566,0.008056640625,-2047.991943359375,-6.491127552497855e-19,L1,6.491127552497855e-19,-1.0,4.213473690279677e-37
34,1187006834.0083008,0.00830078125,-2047.99169921875,-6.539629794289e-19,L1,6.539629794289e-19,-1.0,4.276675784635238e-37
35,1187006834.008545,0.008544921875,-2047.991455078125,-6.497500365180265e-19,L1,6.497500365180265e-19,-1.0,4.221751099551768e-37
36,1187006834.008789,0.0087890625,-2047.9912109375,-6.486657479272597e-19,L1,6.486657479272597e-19,-1.0,4.207672525340312e-37
37,1187006834.0090332,0.009033203125,-2047.990966796875,-6.60376423215934e-19,L1,6.60376423215934e-19,-1.0,4.360970203394704e-37
38,1187006834.009277,0.00927734375,-2047.99072265625,-6.614017527003866e-19,L1,6.614017527003866e-19,-1.0,4.374522784751434e-37
39,1187006834.0095215,0.009521484375,-2047.990478515625,-6.667117866416316e-19,L1,6.667117866416316e-19,-1.0,4.445046064468765e-37
40,1187006834.0097656,0.009765625,-2047.990234375,-6.701909830209821e-19,L1,6.701909830209821e-19,-1.0,4.491559537226303e-37
41,1187006834.0100098,0.010009765625,-2047.989990234375,-6.616305929858338e-19,L1,6.616305929858338e-19,-1.0,4.377550415747861e-37
42,1187006834.010254,0.01025390625,-2047.98974609375,-6.637070358216742e-19,L1,6.637070358216742e-19,-1.0,4.405070293991932e-37
43,1187006834.010498,0.010498046875,-2047.989501953125,-6.640177528029991e-19,L1,6.640177528029991e-19,-1.0,4.409195760375448e-37
44,1187006834.0107422,0.0107421875,-2047.9892578125,-6.615149198827253e-19,L1,6.615149198827253e-19,-1.0,4.376019892274485e-37
45,1187006834.0109863,0.010986328125,-2047.989013671875,-6.735982260572113e-19,L1,6.735982260572113e-19,-1.0,4.537345701474219e-37
46,1187006834.0112305,0.01123046875,-2047.98876953125,-6.7808598280033065e-19,L1,6.7808598280033065e-19,-1.0,4.598006000702903e-37
47,1187006834.0114746,0.011474609375,-2047.988525390625,-6.783542201908392e-19,L1,6.783542201908392e-19,-1.0,4.601644480507214e-37
48,1187006834.0117188,0.01171875,-2047.98828125,-6.84759134570737e-19,L1,6.84759134570737e-19,-1.0,4.688950723780647e-37
49,1187006834.011963,0.011962890625,-2047.988037109375,-6.780028778351046e-19,L1,6.780028778351046e-19,-1.0,4.596879023526836e-37
50,1187006834.012207,0.01220703125,-2047.98779296875,-6.764384943541865e-19,L1,6.764384943541865e-19,-1.0,4.575690366441588e-37
51,1187006834.0124512,0.012451171875,-2047.987548828125,-6.7965293895604665e-19,L1,6.7965293895604665e-19,-1.0,4.619281174315917e-37
52,1187006834.0126953,0.0126953125,-2047.9873046875,-6.754272076077134e-19,L1,6.754272076077134e-19,-1.0,4.5620191277675314e-37
53,1187006834.0129397,0.012939453125,-2047.987060546875,-6.859837686786213e-19,L1,6.859837686786213e-19,-1.0,4.705737308905241e-37
54,1187006834.0131836,0.01318359375,-2047.98681640625,-6.934604082726929e-19,L1,6.934604082726929e-19,-1.0,4.8088733784173e-37
55,1187006834.0134275,0.013427734375,-2047.986572265625,-6.950982059486109e-19,L1,6.950982059486109e-19,-1.0,4.831615159129775e-37
56,1187006834.013672,0.013671875,-2047.986328125,-7.0162600551558e-19,L1,7.0162600551558e-19,-1.0,4.922790516157485e-37
57,1187006834.013916,0.013916015625,-2047.986083984375,-6.955546498101499e-19,L1,6.955546498101499e-19,-1.0,4.837962708725203e-37
58,1187006834.0141602,0.01416015625,-2047.98583984375,-6.950748125846759e-19,L1,6.950748125846759e-19,-1.0,4.831289950896221e-37
59,1187006834.0144043,0.014404296875,-2047.985595703125,-6.981173170255789e-19,L1,6.981173170255789e-19,-1.0,4.873677883309925e-37
60,1187006834.0146484,0.0146484375,-2047.9853515625,-6.920215359744114e-19,L1,6.920215359744114e-19,-1.0,4.788938062523836e-37
61,1187006834.0148926,0.014892578125,-2047.985107421875,-7.010810200604289e-19,L1,7.010810200604289e-19,-1.0,4.915145966889716e-37
62,1187006834.0151367,0.01513671875,-2047.98486328125,-7.111128810225546e-19,L1,7.111128810225546e-19,-1.0,5.056815295561979e-37
63,1187006834.0153809,0.015380859375,-2047.984619140625,-7.119065202351209e-19,L1,7.119065202351209e-19,-1.0,5.068108935532786e-37
64,1187006834.015625,0.015625,-2047.984375,-7.1824935588611465e-19,L1,7.1824935588611465e-19,-1.0,5.158821372308184e-37
65,1187006834.0158691,0.015869140625,-2047.984130859375,-7.1609188355565605e-19,L1,7.1609188355565605e-19,-1.0,5.127875856942872e-37
66,1187006834.0161133,0.01611328125,-2047.98388671875,-7.130106684824677e-19,L1,7.130106684824677e-19,-1.0,5.083842133698155e-37
67,1187006834.0163574,0.016357421875,-2047.983642578125,-7.168683748579698e-19,L1,7.168683748579698e-19,-1.0,5.139002668715068e-37
68,1187006834.0166016,0.0166015625,-2047.9833984375,-7.13806979715664e-19,L1,7.13806979715664e-19,-1.0,5.095204042907982e-37
69,1187006834.0168457,0.016845703125,-2047.983154296875,-7.189445794627511e-19,L1,7.189445794627511e-19,-1.0,5.168813083388721e-37
70,1187006834.0170898,0.01708984375,-2047.98291015625,-7.304399188784419e-19,L1,7.304399188784419e-19,-1.0,5.335424750911446e-37
71,1187006834.017334,0.017333984375,-2047.982666015625,-7.32909776740507e-19,L1,7.32909776740507e-19,-1.0,5.371567408418199e-37
72,1187006834.017578,0.017578125,-2047.982421875,-7.373419800482309e-19,L1,7.373419800482309e-19,-1.0,5.436731955414458e-37
73,1187006834.0178225,0.017822265625,-2047.982177734375,-7.374553642339935e-19,L1,7.374553642339935e-19,-1.0,5.43840414237492e-37
74,1187006834.0180664,0.01806640625,-2047.98193359375,-7.329448566134277e-19,L1,7.329448566134277e-19,-1.0,5.372081628360781e-37
75,1187006834.0183103,0.018310546875,-2047.981689453125,-7.356153640902157e-19,L1,7.356153640902157e-19,-1.0,5.4112996388558074e-37
76,1187006834.0185547,0.0185546875,-2047.9814453125,-7.341709766587713e-19,L1,7.341709766587713e-19,-1.0,5.390070229680941e-37
77,1187006834.0187988,0.018798828125,-2047.981201171875,-7.374414949185605e-19,L1,7.374414949185605e-19,-1.0,5.438199584277211e-37
78,1187006834.019043,0.01904296875,-2047.98095703125,-7.502788294645538e-19,L1,7.502788294645538e-19,-1.0,5.62918321942701e-37
79,1187006834.019287,0.019287109375,-2047.980712890625,-7.542010589353658e-19,L1,7.542010589353658e-19,-1.0,5.688192372992269e-37
80,1187006834.0195312,0.01953125,-2047.98046875,-7.573299328943474e-19,L1,7.573299328943474e-19,-1.0,5.735486272577568e-37
81,1187006834.0197754,0.019775390625,-2047.980224609375,-7.605375755175672e-19,L1,7.605375755175672e-19,-1.0,5.784174037741392e-37
82,1187006834.0200195,0.02001953125,-2047.97998046875,-7.562778853278255e-19,L1,7.562778853278255e-19,-1.0,5.719562398359276e-37
83,1187006834.0202637,0.020263671875,-2047.979736328125,-7.56456719640144e-19,L1,7.56456719640144e-19,-1.0,5.722267686887274e-37
84,1187006834.0205078,0.0205078125,-2047.9794921875,-7.569948652165917e-19,L1,7.569948652165917e-19,-1.0,5.730412259642859e-37
85,1187006834.020752,0.020751953125,-2047.979248046875,-7.583303920954042e-19,L1,7.583303920954042e-19,-1.0,5.750649835755695e-37
86,1187006834.020996,0.02099609375,-2047.97900390625,-7.682771211637336e-19,L1,7.682771211637336e-19,-1.0,5.90249734903634e-37
87,1187006834.0212402,0.021240234375,-2047.978759765625,-7.730123257835322e-19,L1,7.730123257835322e-19,-1.0,5.975480558132657e-37
88,1187006834.0214844,0.021484375,-2047.978515625,-7.7780617449364675e-19,L1,7.7780617449364675e-19,-1.0,6.0498244508044125e-37
89,1187006834.0217285,0.021728515625,-2047.978271484375,-7.809052832441786e-19,L1,7.809052832441786e-19,-1.0,6.098130613986708e-37
90,1187006834.021973,0.02197265625,-2047.97802734375,-7.755472086758906e-19,L1,7.755472086758906e-19,-1.0,6.014734728849652e-37
91,1187006834.0222168,0.022216796875,-2047.977783203125,-7.785509602548136e-19,L1,7.785509602548136e-19,-1.0,6.061415977136921e-37
92,1187006834.022461,0.0224609375,-2047.9775390625,-7.77476173366608e-19,L1,7.77476173366608e-19,-1.0,6.044692001527837e-37
93,1187006834.022705,0.022705078125,-2047.977294921875,-7.781267272932587e-19,L1,7.781267272932587e-19,-1.0,6.054812037281172e-37
94,1187006834.0229492,0.02294921875,-2047.97705078125,-7.917669350005784e-19,L1,7.917669350005784e-19,-1.0,6.268948793602102e-37
95,1187006834.0231934,0.023193359375,-2047.976806640625,-7.931910655670323e-19,L1,7.931910655670323e-19,-1.0,6.2915206649536424e-37
96,1187006834.0234375,0.0234375,-2047.9765625,-7.9667702528877965e-19,L1,7.9667702528877965e-19,-1.0,6.346942826229787e-37
97,1187006834.0236816,0.023681640625,-2047.976318359375,-8.033919209213302e-19,L1,8.033919209213302e-19,-1.0,6.454385786016649e-37
98,1187006834.0239258,0.02392578125,-2047.97607421875,-7.970079262943994e-19,L1,7.970079262943994e-19,-1.0,6.3522163457609885e-37
99,1187006834.02417,0.024169921875,-2047.975830078125,-7.980012362736361e-19,L1,7.980012362736361e-19,-1.0,6.368059730942516e-37
100,1187006834.024414,0.0244140625,-2047.9755859375,-7.974148765582292e-19,L1,7.974148765582292e-19,-1.0,6.35870485356376e-37
101,1187006834.0246582,0.024658203125,-2047.975341796875,-7.947351298469276e-19,L1,7.947351298469276e-19,-1.0,6.3160392661281284e-37
102,1187006834.0249023,0.02490234375,-2047.97509765625,-8.078523806035603e-19,L1,8.078523806035603e-19,-1.0,6.5262546884683945e-37
103,1187006834.0251465,0.025146484375,-2047.974853515625,-8.128646866725287e-19,L1,8.128646866725287e-19,-1.0,6.607489988392284e-37
104,1187006834.0253906,0.025390625,-2047.974609375,-8.1458614037869815e-19,L1,8.1458614037869815e-19,-1.0,6.63550580097064e-37
105,1187006834.0256348,0.025634765625,-2047.974365234375,-8.235209573664241e-19,L1,8.235209573664241e-19,-1.0,6.781867672217116e-37
106,1187006834.025879,0.02587890625,-2047.97412109375,-8.176782032080267e-19,L1,8.176782032080267e-19,-1.0,6.68597644001507e-37
107,1187006834.026123,0.026123046875,-2047.973876953125,-8.160638230889009e-19,L1,8.160638230889009e-19,-1.0,6.659601633544729e-37
108,1187006834.0263672,0.0263671875,-2047.9736328125,-8.188845655967746e-19,L1,8.188845655967746e-19,-1.0,6.705719317726184e-37
109,1187006834.026611,0.026611328125,-2047.973388671875,-8.128661545357685e-19,L1,8.128661545357685e-19,-1.0,6.607513851897678e-37
110,1187006834.0268557,0.02685546875,-2047.97314453125,-8.24380142839692e-19,L1,8.24380142839692e-19,-1.0,6.7960261990839084e-37
111,1187006834.0270996,0.027099609375,-2047.972900390625,-8.308643124414665e-19,L1,8.308643124414665e-19,-1.0,6.903355056888309e-37
112,1187006834.0273438,0.02734375,-2047.97265625,-8.284848074537343e-19,L1,8.284848074537343e-19,-1.0,6.86387076181651e-37
113,1187006834.027588,0.027587890625,-2047.972412109375,-8.39640591710915e-19,L1,8.39640591710915e-19,-1.0,7.049963232486555e-37
114,1187006834.027832,0.02783203125,-2047.97216796875,-8.333525474570157e-19,L1,8.333525474570157e-19,-1.0,6.9447646835309765e-37
115,1187006834.0280762,0.028076171875,-2047.971923828125,-8.307935910444885e-19,L1,8.307935910444885e-19,-1.0,6.902179909205968e-37
116,1187006834.0283203,0.0283203125,-2047.9716796875,-8.371086185233845e-19,L1,8.371086185233845e-19,-1.0,7.0075083920612935e-37
117,1187006834.0285645,0.028564453125,-2047.971435546875,-8.281848674675764e-19,L1,8.281848674675764e-19,-1.0,6.858901747022871e-37
118,1187006834.0288086,0.02880859375,-2047.97119140625,-8.38915922762034e-19,L1,8.38915922762034e-19,-1.0,7.037799254636751e-37
119,1187006834.0290527,0.029052734375,-2047.970947265625,-8.472113575537952e-19,L1,8.472113575537952e-19,-1.0,7.1776708436814464e-37
120,1187006834.0292969,0.029296875,-2047.970703125,-8.4251049891075885e-19,L1,8.4251049891075885e-19,-1.0,7.098239407748556e-37
121,1187006834.029541,0.029541015625,-2047.970458984375,-8.543389363538084e-19,L1,8.543389363538084e-19,-1.0,7.298950181701567e-37
122,1187006834.0297852,0.02978515625,-2047.97021484375,-8.511706500081287e-19,L1,8.511706500081287e-19,-1.0,7.244914754352604e-37
123,1187006834.0300293,0.030029296875,-2047.969970703125,-8.4423132180785825e-19,L1,8.4423132180785825e-19,-1.0,7.127265247214435e-37
124,1187006834.0302734,0.0302734375,-2047.9697265625,-8.496011362200363e-19,L1,8.496011362200363e-19,-1.0,7.218220906663765e-37
125,1187006834.0305176,0.030517578125,-2047.969482421875,-8.4099228051583575e-19,L1,8.4099228051583575e-19,-1.0,7.0726801588722615e-37
126,1187006834.0307617,0.03076171875,-2047.96923828125,-8.456908328302507e-19,L1,8.456908328302507e-19,-1.0,7.151929847331231e-37
127,1187006834.031006,0.031005859375,-2047.968994140625,-8.598016526971256e-19,L1,8.598016526971256e-19,-1.0,7.392588819807084e-37
128,1187006834.03125,0.03125,-2047.96875,-8.557497051644428e-19,L1,8.557497051644428e-19,-1.0,7.323075578890308e-37
129,1187006834.031494,0.031494140625,-2047.968505859375,-8.621219824405899e-19,L1,8.621219824405899e-19,-1.0,7.432543126072929e-37
130,1187006834.0317383,0.03173828125,-2047.96826171875,-8.661595674007232e-19,L1,8.661595674007232e-19,-1.0,7.50232396199808e-37
131,1187006834.0319824,0.031982421875,-2047.968017578125,-8.560217772850635e-19,L1,8.560217772850635e-19,-1.0,7.327732831862786e-37
132,1187006834.0322266,0.0322265625,-2047.9677734375,-8.595281130808197e-19,L1,8.595281130808197e-19,-1.0,7.387885771762741e-37
133,1187006834.0324707,0.032470703125,-2047.967529296875,-8.5637735847128595e-19,L1,8.5637735847128595e-19,-1.0,7.333821801022574e-37
134,1187006834.0327148,0.03271484375,-2047.96728515625,-8.53222379100424e-19,L1,8.53222379100424e-19,-1.0,7.279884281977877e-37
135,1187006834.032959,0.032958984375,-2047.967041015625,-8.672053624750442e-19,L1,8.672053624750442e-19,-1.0,7.520451407054728e-37
136,1187006834.0332031,0.033203125,-2047.966796875,-8.6446965936224235e-19,L1,8.6446965936224235e-19,-1.0,7.473077919578711e-37
137,1187006834.0334473,0.033447265625,-2047.966552734375,-8.665106323359321e-19,L1,8.665106323359321e-19,-1.0,7.508406759512169e-37
138,1187006834.0336914,0.03369140625,-2047.96630859375,-8.762011522646457e-19,L1,8.762011522646457e-19,-1.0,7.677284592298929e-37
139,1187006834.0339355,0.033935546875,-2047.966064453125,-8.633965577349045e-19,L1,8.633965577349045e-19,-1.0,7.454536159084821e-37
140,1187006834.0341797,0.0341796875,-2047.9658203125,-8.642268821356266e-19,L1,8.642268821356266e-19,-1.0,7.4688810380586594e-37
141,1187006834.0344238,0.034423828125,-2047.965576171875,-8.667323430206903e-19,L1,8.667323430206903e-19,-1.0,7.512249544381356e-37
142,1187006834.034668,0.03466796875,-2047.96533203125,-8.59246442903151e-19,L1,8.59246442903151e-19,-1.0,7.3830444964171775e-37
143,1187006834.034912,0.034912109375,-2047.965087890625,-8.713920209515951e-19,L1,8.713920209515951e-19,-1.0,7.593240541781052e-37
144,1187006834.0351562,0.03515625,-2047.96484375,-8.738617638832958e-19,L1,8.738617638832958e-19,-1.0,7.63634382377225e-37
145,1187006834.0354004,0.035400390625,-2047.964599609375,-8.712803878828594e-19,L1,8.712803878828594e-19,-1.0,7.591295143093059e-37
146,1187006834.0356443,0.03564453125,-2047.96435546875,-8.801391231470907e-19,L1,8.801391231470907e-19,-1.0,7.746448760941297e-37
147,1187006834.035889,0.035888671875,-2047.964111328125,-8.719796639288616e-19,L1,8.719796639288616e-19,-1.0,7.603485343054904e-37
148,1187006834.0361328,0.0361328125,-2047.9638671875,-8.6513651784462505e-19,L1,8.6513651784462505e-19,-1.0,7.484611945083231e-37
149,1187006834.036377,0.036376953125,-2047.963623046875,-8.697051351926018e-19,L1,8.697051351926018e-19,-1.0,7.563870221803819e-37
150,1187006834.036621,0.03662109375,-2047.96337890625,-8.6432241081072025e-19,L1,8.6432241081072025e-19,-1.0,7.470532298296553e-37
151,1187006834.0368652,0.036865234375,-2047.963134765625,-8.681717469712381e-19,L1,8.681717469712381e-19,-1.0,7.537221822390915e-37
152,1187006834.0371094,0.037109375,-2047.962890625,-8.758824547393114e-19,L1,8.758824547393114e-19,-1.0,7.67170074520162e-37
153,1187006834.0373535,0.037353515625,-2047.962646484375,-8.721242317869509e-19,L1,8.721242317869509e-19,-1.0,7.606006756699793e-37
154,1187006834.0375977,0.03759765625,-2047.96240234375,-8.785406075952164e-19,L1,8.785406075952164e-19,-1.0,7.71833599193772e-37
155,1187006834.0378418,0.037841796875,-2047.962158203125,-8.770810779162914e-19,L1,8.770810779162914e-19,-1.0,7.692712172388035e-37
156,1187006834.038086,0.0380859375,-2047.9619140625,-8.663758326503566e-19,L1,8.663758326503566e-19,-1.0,7.506070834005985e-37
157,1187006834.03833,0.038330078125,-2047.961669921875,-8.689253045239887e-19,L1,8.689253045239887e-19,-1.0,7.550311848421066e-37
158,1187006834.0385742,0.03857421875,-2047.96142578125,-8.659582118360189e-19,L1,8.659582118360189e-19,-1.0,7.498836246462351e-37
159,1187006834.0388184,0.038818359375,-2047.961181640625,-8.661326910477064e-19,L1,8.661326910477064e-19,-1.0,7.501858385015417e-37
160,1187006834.0390625,0.0390625,-2047.9609375,-8.736106140746627e-19,L1,8.736106140746627e-19,-1.0,7.631955050239093e-37
161,1187006834.0393066,0.039306640625,-2047.960693359375,-8.711622048488599e-19,L1,8.711622048488599e-19,-1.0,7.589235871571269e-37
162,1187006834.0395508,0.03955078125,-2047.96044921875,-8.726580625837688e-19,L1,8.726580625837688e-19,-1.0,7.61532094192457e-37
163,1187006834.039795,0.039794921875,-2047.960205078125,-8.732029239325884e-19,L1,8.732029239325884e-19,-1.0,7.624833463644218e-37
164,1187006834.040039,0.0400390625,-2047.9599609375,-8.650695806561789e-19,L1,8.650695806561789e-19,-1.0,7.483453793766572e-37
165,1187006834.0402832,0.040283203125,-2047.959716796875,-8.629750677359057e-19,L1,8.629750677359057e-19,-1.0,7.447259675337908e-37
166,1187006834.040527,0.04052734375,-2047.95947265625,-8.629359952848822e-19,L1,8.629359952848822e-19,-1.0,7.446585319583099e-37
167,1187006834.0407715,0.040771484375,-2047.959228515625,-8.625340970443352e-19,L1,8.625340970443352e-19,-1.0,7.439650685640867e-37
168,1187006834.0410156,0.041015625,-2047.958984375,-8.6667985801567235e-19,L1,8.6667985801567235e-19,-1.0,7.51133976290066e-37
169,1187006834.0412598,0.041259765625,-2047.958740234375,-8.674923250487105e-19,L1,8.674923250487105e-19,-1.0,7.525429340184176e-37
170,1187006834.041504,0.04150390625,-2047.95849609375,-8.68097214526993e-19,L1,8.68097214526993e-19,-1.0,7.535927738695241e-37
171,1187006834.041748,0.041748046875,-2047.958251953125,-8.677504119497632e-19,L1,8.677504119497632e-19,-1.0,7.529907774389838e-37
172,1187006834.0419922,0.0419921875,-2047.9580078125,-8.596404156593685e-19,L1,8.596404156593685e-19,-1.0,7.389816442350119e-37
173,1187006834.0422363,0.042236328125,-2047.957763671875,-8.561106600111827e-19,L1,8.561106600111827e-19,-1.0,7.329254621847829e-37
174,1187006834.0424805,0.04248046875,-2047.95751953125,-8.548322847728302e-19,L1,8.548322847728302e-19,-1.0,7.307382350899371e-37
175,1187006834.0427246,0.042724609375,-2047.957275390625,-8.524735564272863e-19,L1,8.524735564272863e-19,-1.0,7.2671116440778575e-37
176,1187006834.0429688,0.04296875,-2047.95703125,-8.564108079691832e-19,L1,8.564108079691832e-19,-1.0,7.3343947200642924e-37
177,1187006834.043213,0.043212890625,-2047.956787109375,-8.577550635880416e-19,L1,8.577550635880416e-19,-1.0,7.35743749110925e-37
178,1187006834.043457,0.04345703125,-2047.95654296875,-8.590658198587651e-19,L1,8.590658198587651e-19,-1.0,7.37994082849612e-37
179,1187006834.0437012,0.043701171875,-2047.956298828125,-8.586196716411409e-19,L1,8.586196716411409e-19,-1.0,7.3722774052914045e-37
180,1187006834.0439453,0.0439453125,-2047.9560546875,-8.521509999708477e-19,L1,8.521509999708477e-19,-1.0,7.261613267513157e-37
181,1187006834.0441897,0.044189453125,-2047.955810546875,-8.493532369771993e-19,L1,8.493532369771993e-19,-1.0,7.2140092116364654e-37
182,1187006834.0444336,0.04443359375,-2047.95556640625,-8.456180020312944e-19,L1,8.456180020312944e-19,-1.0,7.150698053593983e-37
183,1187006834.0446775,0.044677734375,-2047.955322265625,-8.452438129644771e-19,L1,8.452438129644771e-19,-1.0,7.14437103354728e-37
184,1187006834.044922,0.044921875,-2047.955078125,-8.454358293232304e-19,L1,8.454358293232304e-19,-1.0,7.147617415034584e-37
185,1187006834.045166,0.045166015625,-2047.954833984375,-8.4493768802138845e-19,L1,8.4493768802138845e-19,-1.0,7.13919696638929e-37
186,1187006834.0454102,0.04541015625,-2047.95458984375,-8.496415222466751e-19,L1,8.496415222466751e-19,-1.0,7.218907163256473e-37
187,1187006834.0456543,0.045654296875,-2047.954345703125,-8.452826701270345e-19,L1,8.452826701270345e-19,-1.0,7.145027924170888e-37
188,1187006834.0458984,0.0458984375,-2047.9541015625,-8.405972306468657e-19,L1,8.405972306468657e-19,-1.0,7.066037041711797e-37
189,1187006834.0461426,0.046142578125,-2047.953857421875,-8.390759213859687e-19,L1,8.390759213859687e-19,-1.0,7.040484018497124e-37
190,1187006834.0463867,0.04638671875,-2047.95361328125,-8.317937371988686e-19,L1,8.317937371988686e-19,-1.0,6.918808212432605e-37
191,1187006834.0466309,0.046630859375,-2047.953369140625,-8.3317484391586795e-19,L1,8.3317484391586795e-19,-1.0,6.941803205342308e-37
192,1187006834.046875,0.046875,-2047.953125,-8.345647955598492e-19,L1,8.345647955598492e-19,-1.0,6.964983979878527e-37
193,1187006834.0471191,0.047119140625,-2047.952880859375,-8.308089674212894e-19,L1,8.308089674212894e-19,-1.0,6.902435403476292e-37
194,1187006834.0473633,0.04736328125,-2047.95263671875,-8.376246603796233e-19,L1,8.376246603796233e-19,-1.0,7.016150716760793e-37
195,1187006834.0476074,0.047607421875,-2047.952392578125,-8.3675452008696e-19,L1,8.3675452008696e-19,-1.0,7.001581268859587e-37
196,1187006834.0478516,0.0478515625,-2047.9521484375,-8.274587483872716e-19,L1,8.274587483872716e-19,-1.0,6.846879802826298e-37
197,1187006834.0480957,0.048095703125,-2047.951904296875,-8.2667840472604755e-19,L1,8.2667840472604755e-19,-1.0,6.833971848404027e-37
198,1187006834.0483398,0.04833984375,-2047.95166015625,-8.20183464314649e-19,L1,8.20183464314649e-19,-1.0,6.727009151351791e-37
199,1187006834.048584,0.048583984375,-2047.951416015625,-8.171226755147162e-19,L1,8.171226755147162e-19,-1.0,6.67689466840328e-37
200,1187006834.048828,0.048828125,-2047.951171875,-8.213077614218964e-19,L1,8.213077614218964e-19,-1.0,6.745464389718467e-37
201,1187006834.0490725,0.049072265625,-2047.950927734375,-8.169938297072095e-19,L1,8.169938297072095e-19,-1.0,6.6747891777965286e-37
