sample_index,gps_time,time_since_start_s,time_centered_s,strain,detector,strain_abs,strain_sign,strain_sq
413,1187006834.10083,0.100830078125,-2047.899169921875,-8.904681387727121e-19,V1,8.904681387727121e-19,-1.0,7.929335061693381e-37
414,1187006834.1010742,0.10107421875,-2047.89892578125,-9.456237152410445e-19,V1,9.456237152410445e-19,-1.0,8.942042108262762e-37
415,1187006834.1013184,0.101318359375,-2047.898681640625,-9.329649028675062e-19,V1,9.329649028675062e-19,-1.0,8.704235099825752e-37
416,1187006834.1015625,0.1015625,-2047.8984375,-9.899973610608941e-19,V1,9.899973610608941e-19,-1.0,9.800947749075344e-37
417,1187006834.1018066,0.101806640625,-2047.898193359375,-9.94299913342667e-19,V1,9.94299913342667e-19,-1.0,9.88632317673235e-37
418,1187006834.1020508,0.10205078125,-2047.89794921875,-1.0400017170425217e-18,V1,1.0400017170425217e-18,-1.0,1.0816035714513931e-36
419,1187006834.102295,0.102294921875,-2047.897705078125,-1.048252750528004e-18,V1,1.048252750528004e-18,-1.0,1.098833828989526e-36
420,1187006834.102539,0.1025390625,-2047.8974609375,-1.0763291203903857e-18,V1,1.0763291203903857e-18,-1.0,1.1584843754003416e-36
421,1187006834.1027832,0.102783203125,-2047.897216796875,-1.1057941653971953e-18,V1,1.1057941653971953e-18,-1.0,1.2227807362264794e-36
422,1187006834.103027,0.10302734375,-2047.89697265625,-1.1185079472745884e-18,V1,1.1185079472745884e-18,-1.0,1.2510600281164137e-36
423,1187006834.1032715,0.103271484375,-2047.896728515625,-1.1653291169777652e-18,V1,1.1653291169777652e-18,-1.0,1.357991950876178e-36
424,1187006834.1035156,0.103515625,-2047.896484375,-1.1710791304269889e-18,V1,1.1710791304269889e-18,-1.0,1.3714263297216324e-36
425,1187006834.1037598,0.103759765625,-2047.896240234375,-1.2242777813537385e-18,V1,1.2242777813537385e-18,-1.0,1.4988560859164324e-36
426,1187006834.104004,0.10400390625,-2047.89599609375,-1.2038240929451125e-18,V1,1.2038240929451125e-18,-1.0,1.4491924467551229e-36
427,1187006834.104248,0.104248046875,-2047.895751953125,-1.2636457405453133e-18,V1,1.2636457405453133e-18,-1.0,1.5968005575983132e-36
428,1187006834.1044922,0.1044921875,-2047.8955078125,-1.2592430837938041e-18,V1,1.2592430837938041e-18,-1.0,1.5856931440825296e-36
429,1187006834.1047363,0.104736328125,-2047.895263671875,-1.3056133355063874e-18,V1,1.3056133355063874e-18,-1.0,1.7046261818521138e-36
430,1187006834.1049805,0.10498046875,-2047.89501953125,-1.2998612941179545e-18,V1,1.2998612941179545e-18,-1.0,1.6896393839460035e-36
431,1187006834.1052246,0.105224609375,-2047.894775390625,-1.3402927718346878e-18,V1,1.3402927718346878e-18,-1.0,1.7963847142323106e-36
432,1187006834.1054688,0.10546875,-2047.89453125,-1.365473807444054e-18,V1,1.365473807444054e-18,-1.0,1.8645187188157616e-36
433,1187006834.105713,0.105712890625,-2047.894287109375,-1.3717852885020154e-18,V1,1.3717852885020154e-18,-1.0,1.881794877750558e-36
434,1187006834.105957,0.10595703125,-2047.89404296875,-1.3922965455901885e-18,V1,1.3922965455901885e-18,-1.0,1.938489670862372e-36
435,1187006834.1062012,0.106201171875,-2047.893798828125,-1.4000341943826177e-18,V1,1.4000341943826177e-18,-1.0,1.960095745440585e-36
436,1187006834.1064453,0.1064453125,-2047.8935546875,-1.4593371070956329e-18,V1,1.4593371070956329e-18,-1.0,2.129664792146251e-36
437,1187006834.1066897,0.106689453125,-2047.893310546875,-1.4302259331533853e-18,V1,1.4302259331533853e-18,-1.0,2.0455462198644716e-36
438,1187006834.1069336,0.10693359375,-2047.89306640625,-1.4922908640050749e-18,V1,1.4922908640050749e-18,-1.0,2.226932022793013e-36
439,1187006834.1071775,0.107177734375,-2047.892822265625,-1.4854012358976853e-18,V1,1.4854012358976853e-18,-1.0,2.2064168316063703e-36
440,1187006834.107422,0.107421875,-2047.892578125,-1.5245777059097116e-18,V1,1.5245777059097116e-18,-1.0,2.3243371813569196e-36
441,1187006834.107666,0.107666015625,-2047.892333984375,-1.5088441565260798e-18,V1,1.5088441565260798e-18,-1.0,2.2766106886828973e-36
442,1187006834.1079102,0.10791015625,-2047.89208984375,-1.5503375676889458e-18,V1,1.5503375676889458e-18,-1.0,2.4035465737876768e-36
443,1187006834.1081543,0.108154296875,-2047.891845703125,-1.5705496729102868e-18,V1,1.5705496729102868e-18,-1.0,2.466626275078608e-36
444,1187006834.1083984,0.1083984375,-2047.8916015625,-1.5723903999723833e-18,V1,1.5723903999723833e-18,-1.0,2.4724115699253115e-36
445,1187006834.1086426,0.108642578125,-2047.891357421875,-1.5930757279100486e-18,V1,1.5930757279100486e-18,-1.0,2.5378902748561303e-36
446,1187006834.1088867,0.10888671875,-2047.89111328125,-1.6051407768267065e-18,V1,1.6051407768267065e-18,-1.0,2.5764769134318427e-36
447,1187006834.1091309,0.109130859375,-2047.890869140625,-1.625656365943615e-18,V1,1.625656365943615e-18,-1.0,2.642758620133e-36
448,1187006834.109375,0.109375,-2047.890625,-1.6082644199225528e-18,V1,1.6082644199225528e-18,-1.0,2.5865144443888253e-36
449,1187006834.1096191,0.109619140625,-2047.890380859375,-1.669129141729894e-18,V1,1.669129141729894e-18,-1.0,2.785992091771973e-36
450,1187006834.1098633,0.10986328125,-2047.89013671875,-1.654689421888529e-18,V1,1.654689421888529e-18,-1.0,2.7379970829097937e-36
451,1187006834.1101074,0.110107421875,-2047.889892578125,-1.6924084206613233e-18,V1,1.6924084206613233e-18,-1.0,2.864246262325354e-36
452,1187006834.1103516,0.1103515625,-2047.8896484375,-1.6633392470155706e-18,V1,1.6633392470155706e-18,-1.0,2.766697450662325e-36
453,1187006834.1105957,0.110595703125,-2047.889404296875,-1.7165839511937825e-18,V1,1.7165839511937825e-18,-1.0,2.9466604614960586e-36
454,1187006834.1108398,0.11083984375,-2047.88916015625,-1.7134578804065566e-18,V1,1.7134578804065566e-18,-1.0,2.9359379079273288e-36
455,1187006834.111084,0.111083984375,-2047.888916015625,-1.7231949934859371e-18,V1,1.7231949934859371e-18,-1.0,2.969400985574998e-36
456,1187006834.111328,0.111328125,-2047.888671875,-1.7366303978561058e-18,V1,1.7366303978561058e-18,-1.0,3.015885138757856e-36
457,1187006834.1115725,0.111572265625,-2047.888427734375,-1.7473246473389813e-18,V1,1.7473246473389813e-18,-1.0,3.0531434231982955e-36
458,1187006834.1118164,0.11181640625,-2047.88818359375,-1.776570759146067e-18,V1,1.776570759146067e-18,-1.0,3.156203662252833e-36
459,1187006834.1120603,0.112060546875,-2047.887939453125,-1.7495272008794896e-18,V1,1.7495272008794896e-18,-1.0,3.060845426617222e-36
460,1187006834.1123047,0.1123046875,-2047.8876953125,-1.7837064193129473e-18,V1,1.7837064193129473e-18,-1.0,3.181608590298216e-36
461,1187006834.1125488,0.112548828125,-2047.887451171875,-1.7729913247367698e-18,V1,1.7729913247367698e-18,-1.0,3.1434982375918456e-36
462,1187006834.112793,0.11279296875,-2047.88720703125,-1.8200791191258336e-18,V1,1.8200791191258336e-18,-1.0,3.3126879998778697e-36
463,1187006834.113037,0.113037109375,-2047.886962890625,-1.7885709481702097e-18,V1,1.7885709481702097e-18,-1.0,3.198986036638483e-36
464,1187006834.1132812,0.11328125,-2047.88671875,-1.837805502816048e-18,V1,1.837805502816048e-18,-1.0,3.377529066180947e-36
465,1187006834.1135254,0.113525390625,-2047.886474609375,-1.827704432654341e-18,V1,1.827704432654341e-18,-1.0,3.340503493144326e-36
466,1187006834.1137695,0.11376953125,-2047.88623046875,-1.8443499319346784e-18,V1,1.8443499319346784e-18,-1.0,3.4016266714274533e-36
467,1187006834.1140137,0.114013671875,-2047.885986328125,-1.8495779612839672e-18,V1,1.8495779612839672e-18,-1.0,3.4209386348673566e-36
468,1187006834.1142578,0.1142578125,-2047.8857421875,-1.856725467757514e-18,V1,1.856725467757514e-18,-1.0,3.447429462619359e-36
469,1187006834.114502,0.114501953125,-2047.885498046875,-1.87488467182576e-18,V1,1.87488467182576e-18,-1.0,3.515192532647187e-36
470,1187006834.114746,0.11474609375,-2047.88525390625,-1.8714170099329295e-18,V1,1.8714170099329295e-18,-1.0,3.502201625066306e-36
471,1187006834.1149902,0.114990234375,-2047.885009765625,-1.8926623470311458e-18,V1,1.8926623470311458e-18,-1.0,3.5821707598694454e-36
472,1187006834.1152344,0.115234375,-2047.884765625,-1.873122164411692e-18,V1,1.873122164411692e-18,-1.0,3.5085866428103425e-36
473,1187006834.1154785,0.115478515625,-2047.884521484375,-1.9162296972220808e-18,V1,1.9162296972220808e-18,-1.0,3.671936252515828e-36
474,1187006834.115723,0.11572265625,-2047.88427734375,-1.868881274857668e-18,V1,1.868881274857668e-18,-1.0,3.492717219513621e-36
475,1187006834.1159668,0.115966796875,-2047.884033203125,-1.9090008632383452e-18,V1,1.9090008632383452e-18,-1.0,3.644284295844746e-36
476,1187006834.116211,0.1162109375,-2047.8837890625,-1.904382357021221e-18,V1,1.904382357021221e-18,-1.0,3.626672161733701e-36
477,1187006834.116455,0.116455078125,-2047.883544921875,-1.9345383679739644e-18,V1,1.9345383679739644e-18,-1.0,3.7424386971633697e-36
478,1187006834.1166992,0.11669921875,-2047.88330078125,-1.91254827307312e-18,V1,1.91254827307312e-18,-1.0,3.657840896834973e-36
479,1187006834.1169434,0.116943359375,-2047.883056640625,-1.9322528286970945e-18,V1,1.9322528286970945e-18,-1.0,3.733600994007923e-36
480,1187006834.1171875,0.1171875,-2047.8828125,-1.940446514780256e-18,V1,1.940446514780256e-18,-1.0,3.765332676722842e-36
481,1187006834.1174316,0.117431640625,-2047.882568359375,-1.9234088908563813e-18,V1,1.9234088908563813e-18,-1.0,3.699501761425375e-36
482,1187006834.1176758,0.11767578125,-2047.88232421875,-1.947300611723933e-18,V1,1.947300611723933e-18,-1.0,3.791979672420405e-36
483,1187006834.11792,0.117919921875,-2047.882080078125,-1.9286877329441337e-18,V1,1.9286877329441337e-18,-1.0,3.719836371209182e-36
484,1187006834.118164,0.1181640625,-2047.8818359375,-1.964055618486163e-18,V1,1.964055618486163e-18,-1.0,3.857514472507064e-36
485,1187006834.1184082,0.118408203125,-2047.881591796875,-1.9222590318665202e-18,V1,1.9222590318665202e-18,-1.0,3.695079785592411e-36
486,1187006834.1186523,0.11865234375,-2047.88134765625,-1.954103671245341e-18,V1,1.954103671245341e-18,-1.0,3.81852115797452e-36
487,1187006834.1188965,0.118896484375,-2047.881103515625,-1.930346622166917e-18,V1,1.930346622166917e-18,-1.0,3.726238081711227e-36
488,1187006834.1191406,0.119140625,-2047.880859375,-1.9606364471850815e-18,V1,1.9606364471850815e-18,-1.0,3.844095278030539e-36
489,1187006834.1193848,0.119384765625,-2047.880615234375,-1.9377770192299454e-18,V1,1.9377770192299454e-18,-1.0,3.754979776255693e-36
490,1187006834.119629,0.11962890625,-2047.88037109375,-1.9521080447551804e-18,V1,1.9521080447551804e-18,-1.0,3.810725818397893e-36
491,1187006834.119873,0.119873046875,-2047.880126953125,-1.9536638696610464e-18,V1,1.9536638696610464e-18,-1.0,3.816802515618974e-36
492,1187006834.1201172,0.1201171875,-2047.8798828125,-1.9437237823919934e-18,V1,1.9437237823919934e-18,-1.0,3.778062142236237e-36
493,1187006834.120361,0.120361328125,-2047.879638671875,-1.9468582702165066e-18,V1,1.9468582702165066e-18,-1.0,3.790257124310408e-36
494,1187006834.1206057,0.12060546875,-2047.87939453125,-1.939180500864742e-18,V1,1.939180500864742e-18,-1.0,3.7604210149340324e-36
495,1187006834.1208496,0.120849609375,-2047.879150390625,-1.954284221235596e-18,V1,1.954284221235596e-18,-1.0,3.819226817370419e-36
496,1187006834.1210938,0.12109375,-2047.87890625,-1.915155800445934e-18,V1,1.915155800445934e-18,-1.0,3.667821739981706e-36
497,1187006834.121338,0.121337890625,-2047.878662109375,-1.9578580181648384e-18,V1,1.9578580181648384e-18,-1.0,3.8332080192923486e-36
498,1187006834.121582,0.12158203125,-2047.87841796875,-1.918777391211178e-18,V1,1.918777391211178e-18,-1.0,3.681706677023175e-36
499,1187006834.1218262,0.121826171875,-2047.878173828125,-1.9396079211846805e-18,V1,1.9396079211846805e-18,-1.0,3.7620788879223575e-36
500,1187006834.1220703,0.1220703125,-2047.8779296875,-1.901694546691516e-18,V1,1.901694546691516e-18,-1.0,3.616442148916251e-36
501,1187006834.1223145,0.122314453125,-2047.877685546875,-1.9152408483843884e-18,V1,1.9152408483843884e-18,-1.0,3.6681475073201523e-36
502,1187006834.1225586,0.12255859375,-2047.87744140625,-1.8987434037648472e-18,V1,1.8987434037648472e-18,-1.0,3.605226513340518e-36
503,1187006834.1228027,0.122802734375,-2047.877197265625,-1.899170376916752e-18,V1,1.899170376916752e-18,-1.0,3.606848120558118e-36
504,1187006834.1230469,0.123046875,-2047.876953125,-1.8846278140515465e-18,V1,1.8846278140515465e-18,-1.0,3.5518219974967104e-36
505,1187006834.123291,0.123291015625,-2047.876708984375,-1.8718539052187337e-18,V1,1.8718539052187337e-18,-1.0,3.503837042482624e-36
506,1187006834.1235352,0.12353515625,-2047.87646484375,-1.886499893438232e-18,V1,1.886499893438232e-18,-1.0,3.5588818479424613e-36
507,1187006834.1237793,0.123779296875,-2047.876220703125,-1.833644045063556e-18,V1,1.833644045063556e-18,-1.0,3.3622504839970394e-36
508,1187006834.1240234,0.1240234375,-2047.8759765625,-1.8573794769969075e-18,V1,1.8573794769969075e-18,-1.0,3.449858521569306e-36
509,1187006834.1242676,0.124267578125,-2047.875732421875,-1.817113253888288e-18,V1,1.817113253888288e-18,-1.0,3.301900577456482e-36
510,1187006834.1245117,0.12451171875,-2047.87548828125,-1.84584371588386e-18,V1,1.84584371588386e-18,-1.0,3.4071390234679355e-36
511,1187006834.124756,0.124755859375,-2047.875244140625,-1.792450827084684e-18,V1,1.792450827084684e-18,-1.0,3.212879967516568e-36
512,1187006834.125,0.125,-2047.875,-1.802118313231564e-18,V1,1.802118313231564e-18,-1.0,3.247630414884577e-36
513,1187006834.125244,0.125244140625,-2047.874755859375,-1.7804418514023222e-18,V1,1.7804418514023222e-18,-1.0,3.169973186224929e-36
514,1187006834.1254883,0.12548828125,-2047.87451171875,-1.766649376649993e-18,V1,1.766649376649993e-18,-1.0,3.121050020017809e-36
515,1187006834.1257324,0.125732421875,-2047.874267578125,-1.7454455395378697e-18,V1,1.7454455395378697e-18,-1.0,3.046580131492645e-36
516,1187006834.1259766,0.1259765625,-2047.8740234375,-1.7424594940562072e-18,V1,1.7424594940562072e-18,-1.0,3.036165088426614e-36
517,1187006834.1262207,0.126220703125,-2047.873779296875,-1.7346818803798628e-18,V1,1.7346818803798628e-18,-1.0,3.009121226118216e-36
518,1187006834.1264648,0.12646484375,-2047.87353515625,-1.6753993115274774e-18,V1,1.6753993115274774e-18,-1.0,2.806962853066745e-36
519,1187006834.126709,0.126708984375,-2047.873291015625,-1.6943209615271256e-18,V1,1.6943209615271256e-18,-1.0,2.8707235206702038e-36
520,1187006834.1269531,0.126953125,-2047.873046875,-1.6678610785379188e-18,V1,1.6678610785379188e-18,-1.0,2.781760577301669e-36
521,1187006834.1271973,0.127197265625,-2047.872802734375,-1.6682133702936577e-18,V1,1.6682133702936577e-18,-1.0,2.7829358488265244e-36
522,1187006834.1274414,0.12744140625,-2047.87255859375,-1.5969384249230245e-18,V1,1.5969384249230245e-18,-1.0,2.5502123329956298e-36
523,1187006834.1276855,0.127685546875,-2047.872314453125,-1.6301411115620099e-18,V1,1.6301411115620099e-18,-1.0,2.657360043604626e-36
524,1187006834.1279297,0.1279296875,-2047.8720703125,-1.5951177139103191e-18,V1,1.5951177139103191e-18,-1.0,2.5444005212304823e-36
525,1187006834.1281738,0.128173828125,-2047.871826171875,-1.5784212426701011e-18,V1,1.5784212426701011e-18,-1.0,2.4914136193122256e-36
526,1187006834.128418,0.12841796875,-2047.87158203125,-1.5397214852686005e-18,V1,1.5397214852686005e-18,-1.0,2.370742252197745e-36
527,1187006834.128662,0.128662109375,-2047.871337890625,-1.5332106129667761e-18,V1,1.5332106129667761e-18,-1.0,2.350734783713957e-36
528,1187006834.1289062,0.12890625,-2047.87109375,-1.5216362729813577e-18,V1,1.5216362729813577e-18,-1.0,2.315376947252597e-36
529,1187006834.1291504,0.129150390625,-2047.870849609375,-1.4742789721367994e-18,V1,1.4742789721367994e-18,-1.0,2.173498487684737e-36
530,1187006834.1293943,0.12939453125,-2047.87060546875,-1.471899503479972e-18,V1,1.471899503479972e-18,-1.0,2.166488148344588e-36
531,1187006834.129639,0.129638671875,-2047.870361328125,-1.4301535986575462e-18,V1,1.4301535986575462e-18,-1.0,2.0453393157531298e-36
532,1187006834.1298828,0.1298828125,-2047.8701171875,-1.4322511619508234e-18,V1,1.4322511619508234e-18,-1.0,2.051343390909484e-36
533,1187006834.130127,0.130126953125,-2047.869873046875,-1.3595158618519556e-18,V1,1.3595158618519556e-18,-1.0,1.8482833786270657e-36
534,1187006834.130371,0.13037109375,-2047.86962890625,-1.384664872268712e-18,V1,1.384664872268712e-18,-1.0,1.9172968084949286e-36
535,1187006834.1306152,0.130615234375,-2047.869384765625,-1.332346639009837e-18,V1,1.332346639009837e-18,-1.0,1.775147566480809e-36
536,1187006834.1308594,0.130859375,-2047.869140625,-1.3325182561756244e-18,V1,1.3325182561756244e-18,-1.0,1.7756049030413265e-36
537,1187006834.1311035,0.131103515625,-2047.868896484375,-1.2923864576403678e-18,V1,1.2923864576403678e-18,-1.0,1.6702627558922183e-36
538,1187006834.1313477,0.13134765625,-2047.86865234375,-1.2731956263980617e-18,V1,1.2731956263980617e-18,-1.0,1.6210271030791528e-36
539,1187006834.1315918,0.131591796875,-2047.868408203125,-1.2555014425425325e-18,V1,1.2555014425425325e-18,-1.0,1.5762838722263802e-36
540,1187006834.131836,0.1318359375,-2047.8681640625,-1.2083279649765013e-18,V1,1.2083279649765013e-18,-1.0,1.4600564709442524e-36
541,1187006834.13208,0.132080078125,-2047.867919921875,-1.1921057705477784e-18,V1,1.1921057705477784e-18,-1.0,1.4211161681733126e-36
542,1187006834.1323242,0.13232421875,-2047.86767578125,-1.1596274677917299e-18,V1,1.1596274677917299e-18,-1.0,1.34473586405706e-36
543,1187006834.1325684,0.132568359375,-2047.867431640625,-1.1602704670044053e-18,V1,1.1602704670044053e-18,-1.0,1.3462275566026204e-36
544,1187006834.1328125,0.1328125,-2047.8671875,-1.0918541624533445e-18,V1,1.0918541624533445e-18,-1.0,1.1921455120666945e-36
545,1187006834.1330566,0.133056640625,-2047.866943359375,-1.1042113165706733e-18,V1,1.1042113165706733e-18,-1.0,1.2192826316427396e-36
546,1187006834.1333008,0.13330078125,-2047.86669921875,-1.0588885494896018e-18,V1,1.0588885494896018e-18,-1.0,1.121244960240193e-36
547,1187006834.133545,0.133544921875,-2047.866455078125,-1.0559782657160772e-18,V1,1.0559782657160772e-18,-1.0,1.115090097664734e-36
548,1187006834.133789,0.1337890625,-2047.8662109375,-9.917347156464997e-19,V1,9.917347156464997e-19,-1.0,9.835377462184437e-37
549,1187006834.1340332,0.134033203125,-2047.865966796875,-9.972248385509153e-19,V1,9.972248385509153e-19,-1.0,9.94457378622899e-37
550,1187006834.134277,0.13427734375,-2047.86572265625,-9.70562976868701e-19,V1,9.70562976868701e-19,-1.0,9.419924920682349e-37
551,1187006834.1345215,0.134521484375,-2047.865478515625,-9.310450157430065e-19,V1,9.310450157430065e-19,-1.0,8.668448213398953e-37
552,1187006834.1347656,0.134765625,-2047.865234375,-9.046837865848242e-19,V1,9.046837865848242e-19,-1.0,8.184527537094557e-37
553,1187006834.1350098,0.135009765625,-2047.864990234375,-8.733341836850894e-19,V1,8.733341836850894e-19,-1.0,7.627125963929015e-37
554,1187006834.135254,0.13525390625,-2047.86474609375,-8.698741645657811e-19,V1,8.698741645657811e-19,-1.0,7.566810621790157e-37
555,1187006834.135498,0.135498046875,-2047.864501953125,-8.014116219028056e-19,V1,8.014116219028056e-19,-1.0,6.422605877208852e-37
556,1187006834.1357422,0.1357421875,-2047.8642578125,-8.140612493592689e-19,V1,8.140612493592689e-19,-1.0,6.626957177083738e-37
557,1187006834.1359863,0.135986328125,-2047.864013671875,-7.543942403196151e-19,V1,7.543942403196151e-19,-1.0,5.691106698274092e-37
558,1187006834.1362305,0.13623046875,-2047.86376953125,-7.592202772325967e-19,V1,7.592202772325967e-19,-1.0,5.76415429361141e-37
559,1187006834.1364746,0.136474609375,-2047.863525390625,-7.002695998237443e-19,V1,7.002695998237443e-19,-1.0,4.90377512437307e-37
560,1187006834.1367188,0.13671875,-2047.86328125,-6.9759127957943625e-19,V1,6.9759127957943625e-19,-1.0,4.866335933452752e-37
561,1187006834.136963,0.136962890625,-2047.863037109375,-6.578525744847273e-19,V1,6.578525744847273e-19,-1.0,4.327700097561836e-37
562,1187006834.137207,0.13720703125,-2047.86279296875,-6.313671014063703e-19,V1,6.313671014063703e-19,-1.0,3.986244167382819e-37
563,1187006834.1374512,0.137451171875,-2047.862548828125,-6.059732579032312e-19,V1,6.059732579032312e-19,-1.0,3.67203589293856e-37
564,1187006834.1376953,0.1376953125,-2047.8623046875,-5.730746344133253e-19,V1,5.730746344133253e-19,-1.0,3.284145366079665e-37
565,1187006834.1379397,0.137939453125,-2047.862060546875,-5.5450829009666345e-19,V1,5.5450829009666345e-19,-1.0,3.074794437859253e-37
566,1187006834.1381836,0.13818359375,-2047.86181640625,-4.986698012128366e-19,V1,4.986698012128366e-19,-1.0,2.4867157064165e-37
567,1187006834.1384275,0.138427734375,-2047.861572265625,-4.979079083195242e-19,V1,4.979079083195242e-19,-1.0,2.479122851671237e-37
568,1187006834.138672,0.138671875,-2047.861328125,-4.357868681055361e-19,V1,4.357868681055361e-19,-1.0,1.8991019441323197e-37
569,1187006834.138916,0.138916015625,-2047.861083984375,-4.539830188651146e-19,V1,4.539830188651146e-19,-1.0,2.06100581417883e-37
570,1187006834.1391602,0.13916015625,-2047.86083984375,-3.829370443255404e-19,V1,3.829370443255404e-19,-1.0,1.466407799167809e-37
571,1187006834.1394043,0.139404296875,-2047.860595703125,-3.7617723617789103e-19,V1,3.7617723617789103e-19,-1.0,1.4150931301843682e-37
572,1187006834.1396484,0.1396484375,-2047.8603515625,-3.4723156698469165e-19,V1,3.4723156698469165e-19,-1.0,1.205697611106444e-37
573,1187006834.1398926,0.139892578125,-2047.860107421875,-3.3360516622059945e-19,V1,3.3360516622059945e-19,-1.0,1.112924069290738e-37
574,1187006834.1401367,0.14013671875,-2047.85986328125,-2.7243762993983107e-19,V1,2.7243762993983107e-19,-1.0,7.422226220723233e-38
575,1187006834.1403809,0.140380859375,-2047.859619140625,-2.5505106823893747e-19,V1,2.5505106823893747e-19,-1.0,6.505104740982314e-38
576,1187006834.140625,0.140625,-2047.859375,-2.5106113639741447e-19,V1,2.5106113639741447e-19,-1.0,6.303169420916115e-38
577,1187006834.1408691,0.140869140625,-2047.859130859375,-1.8141261849355104e-19,V1,1.8141261849355104e-19,-1.0,3.291053814868669e-38
578,1187006834.1411133,0.14111328125,-2047.85888671875,-1.818191587131716e-19,V1,1.818191587131716e-19,-1.0,3.3058206475165475e-38
579,1187006834.1413574,0.141357421875,-2047.858642578125,-1.2945866475505536e-19,V1,1.2945866475505536e-19,-1.0,1.6759545880161815e-38
580,1187006834.1416016,0.1416015625,-2047.8583984375,-1.2359324016467866e-19,V1,1.2359324016467866e-19,-1.0,1.527528901440394e-38
581,1187006834.1418457,0.141845703125,-2047.858154296875,-5.723839305756176e-20,V1,5.723839305756176e-20,-1.0,3.2762336398119343e-39
582,1187006834.1420898,0.14208984375,-2047.85791015625,-6.538593315325137e-20,V1,6.538593315325137e-20,-1.0,4.2753202543214565e-39
583,1187006834.142334,0.142333984375,-2047.857666015625,-1.4624045834670356e-20,V1,1.4624045834670356e-20,-1.0,2.1386271657453933e-40
584,1187006834.142578,0.142578125,-2047.857421875,5.65241633546926e-21,V1,5.65241633546926e-21,1.0,3.1949810429479736e-41
585,1187006834.1428225,0.142822265625,-2047.857177734375,5.858780292230012e-20,V1,5.858780292230012e-20,1.0,3.4325306512622784e-39
586,1187006834.1430664,0.14306640625,-2047.85693359375,6.775759927302076e-20,V1,6.775759927302076e-20,1.0,4.591092259243264e-39
587,1187006834.1433103,0.143310546875,-2047.856689453125,1.0166811346557612e-19,V1,1.0166811346557612e-19,1.0,1.0336405295649257e-38
588,1187006834.1435547,0.1435546875,-2047.8564453125,1.5104872559506924e-19,V1,1.5104872559506924e-19,1.0,2.2815717503894525e-38
589,1187006834.1437988,0.143798828125,-2047.856201171875,1.592117867924211e-19,V1,1.592117867924211e-19,1.0,2.5348393053635357e-38
590,1187006834.144043,0.14404296875,-2047.85595703125,2.164957066560539e-19,V1,2.164957066560539e-19,1.0,4.687039100050414e-38
591,1187006834.144287,0.144287109375,-2047.855712890625,2.0673296520016857e-19,V1,2.0673296520016857e-19,1.0,4.273851890045411e-38
592,1187006834.1445312,0.14453125,-2047.85546875,2.8540878652376543e-19,V1,2.8540878652376543e-19,1.0,8.145817542496831e-38
593,1187006834.1447754,0.144775390625,-2047.855224609375,2.8142438109353964e-19,V1,2.8142438109353964e-19,1.0,7.919968227388183e-38
594,1187006834.1450195,0.14501953125,-2047.85498046875,3.3575509146362947e-19,V1,3.3575509146362947e-19,1.0,1.127314814437502e-37
595,1187006834.1452637,0.145263671875,-2047.854736328125,3.538818861536867e-19,V1,3.538818861536867e-19,1.0,1.2523238934769088e-37
596,1187006834.1455078,0.1455078125,-2047.8544921875,4.032988257849112e-19,V1,4.032988257849112e-19,1.0,1.6264994287948816e-37
597,1187006834.145752,0.145751953125,-2047.854248046875,4.229754712532951e-19,V1,4.229754712532951e-19,1.0,1.7890824928194707e-37
598,1187006834.145996,0.14599609375,-2047.85400390625,4.611055871653227e-19,V1,4.611055871653227e-19,1.0,2.1261836251507688e-37
599,1187006834.1462402,0.146240234375,-2047.853759765625,4.924482552600067e-19,V1,4.924482552600067e-19,1.0,2.425052841086246e-37
600,1187006834.1464844,0.146484375,-2047.853515625,5.235136303169434e-19,V1,5.235136303169434e-19,1.0,2.740665211276253e-37
601,1187006834.1467285,0.146728515625,-2047.853271484375,5.662295931293976e-19,V1,5.662295931293976e-19,1.0,3.206159521354832e-37
602,1187006834.146973,0.14697265625,-2047.85302734375,5.610737533955349e-19,V1,5.610737533955349e-19,1.0,3.148037567493535e-37
603,1187006834.1472168,0.147216796875,-2047.852783203125,6.361559937301945e-19,V1,6.361559937301945e-19,1.0,4.046944483588513e-37
604,1187006834.147461,0.1474609375,-2047.8525390625,6.264496801410981e-19,V1,6.264496801410981e-19,1.0,3.92439201748884e-37
605,1187006834.147705,0.147705078125,-2047.852294921875,6.874209607261523e-19,V1,6.874209607261523e-19,1.0,4.72547577245666e-37
606,1187006834.1479492,0.14794921875,-2047.85205078125,6.96977785950403e-19,V1,6.96977785950403e-19,1.0,4.857780341083258e-37
607,1187006834.1481934,0.148193359375,-2047.851806640625,7.658238730452427e-19,V1,7.658238730452427e-19,1.0,5.8648620452601614e-37
608,1187006834.1484375,0.1484375,-2047.8515625,7.60026235211454e-19,V1,7.60026235211454e-19,1.0,5.776398782096962e-37
609,1187006834.1486816,0.148681640625,-2047.851318359375,7.938581737989675e-19,V1,7.938581737989675e-19,1.0,6.302108001074315e-37
610,1187006834.1489258,0.14892578125,-2047.85107421875,8.48781923164866e-19,V1,8.48781923164866e-19,1.0,7.204307530914483e-37
611,1187006834.14917,0.149169921875,-2047.850830078125,8.739798534896062e-19,V1,8.739798534896062e-19,1.0,7.638407843057135e-37
612,1187006834.149414,0.1494140625,-2047.8505859375,9.000089580090932e-19,V1,9.000089580090932e-19,1.0,8.100161244966137e-37
