sample_index,gps_time,time_since_start_s,time_centered_s,strain,detector,strain_abs,strain_sign,strain_sq
73,1187006834.0178225,0.017822265625,-2047.982177734375,-2.924218981579382e-18,H1,2.924218981579382e-18,-1.0,8.551056652229157e-36
74,1187006834.0180664,0.01806640625,-2047.98193359375,-2.9206146595297138e-18,H1,2.9206146595297138e-18,-1.0,8.529989989459865e-36
75,1187006834.0183103,0.018310546875,-2047.981689453125,-2.9354741050672506e-18,H1,2.9354741050672506e-18,-1.0,8.617008221520376e-36
76,1187006834.0185547,0.0185546875,-2047.9814453125,-2.9450637558667002e-18,H1,2.9450637558667002e-18,-1.0,8.673400526119675e-36
77,1187006834.0187988,0.018798828125,-2047.981201171875,-2.9414004786859002e-18,H1,2.9414004786859002e-18,-1.0,8.651836776013643e-36
78,1187006834.019043,0.01904296875,-2047.98095703125,-2.938473789777502e-18,H1,2.938473789777502e-18,-1.0,8.634628213209356e-36
79,1187006834.019287,0.019287109375,-2047.980712890625,-2.9484965807689092e-18,H1,2.9484965807689092e-18,-1.0,8.693632086805947e-36
80,1187006834.0195312,0.01953125,-2047.98046875,-2.958899462562811e-18,H1,2.958899462562811e-18,-1.0,8.75508602955449e-36
81,1187006834.0197754,0.019775390625,-2047.980224609375,-2.953137202371428e-18,H1,2.953137202371428e-18,-1.0,8.721019336030146e-36
82,1187006834.0200195,0.02001953125,-2047.97998046875,-2.947169639945893e-18,H1,2.947169639945893e-18,-1.0,8.685808886618806e-36
83,1187006834.0202637,0.020263671875,-2047.979736328125,-2.9584158891596243e-18,H1,2.9584158891596243e-18,-1.0,8.752224573232128e-36
84,1187006834.0205078,0.0205078125,-2047.9794921875,-2.9692874648228387e-18,H1,2.9692874648228387e-18,-1.0,8.816668048754038e-36
85,1187006834.020752,0.020751953125,-2047.979248046875,-2.9652434113915083e-18,H1,2.9652434113915083e-18,-1.0,8.792668488800748e-36
86,1187006834.020996,0.02099609375,-2047.97900390625,-2.9605601479141967e-18,H1,2.9605601479141967e-18,-1.0,8.764916389417727e-36
87,1187006834.0212402,0.021240234375,-2047.978759765625,-2.965838613311769e-18,H1,2.965838613311769e-18,-1.0,8.796198680211077e-36
88,1187006834.0214844,0.021484375,-2047.978515625,-2.977932334931508e-18,H1,2.977932334931508e-18,-1.0,8.868080991430624e-36
89,1187006834.0217285,0.021728515625,-2047.978271484375,-2.9776693620600866e-18,H1,2.9776693620600866e-18,-1.0,8.866514829751323e-36
90,1187006834.021973,0.02197265625,-2047.97802734375,-2.966931468428317e-18,H1,2.966931468428317e-18,-1.0,8.80268233835021e-36
91,1187006834.0222168,0.022216796875,-2047.977783203125,-2.9735277304040722e-18,H1,2.9735277304040722e-18,-1.0,8.841867163481993e-36
92,1187006834.022461,0.0224609375,-2047.9775390625,-2.9849887159402167e-18,H1,2.9849887159402167e-18,-1.0,8.910157634290421e-36
93,1187006834.022705,0.022705078125,-2047.977294921875,-2.982361798294483e-18,H1,2.982361798294483e-18,-1.0,8.894481895926303e-36
94,1187006834.0229492,0.02294921875,-2047.97705078125,-2.97601756757777e-18,H1,2.97601756757777e-18,-1.0,8.856680562531507e-36
95,1187006834.0231934,0.023193359375,-2047.976806640625,-2.976060379694657e-18,H1,2.976060379694657e-18,-1.0,8.856935383588304e-36
96,1187006834.0234375,0.0234375,-2047.9765625,-2.9855382518754e-18,H1,2.9855382518754e-18,-1.0,8.913438653411219e-36
97,1187006834.0236816,0.023681640625,-2047.976318359375,-2.9904643140898523e-18,H1,2.9904643140898523e-18,-1.0,8.942876813844889e-36
98,1187006834.0239258,0.02392578125,-2047.97607421875,-2.9806578441044427e-18,H1,2.9806578441044427e-18,-1.0,8.884321183621342e-36
99,1187006834.02417,0.024169921875,-2047.975830078125,-2.979011864220189e-18,H1,2.979011864220189e-18,-1.0,8.874511687164646e-36
100,1187006834.024414,0.0244140625,-2047.9755859375,-2.992554212990511e-18,H1,2.992554212990511e-18,-1.0,8.955380717687258e-36
101,1187006834.0246582,0.024658203125,-2047.975341796875,-2.993672721136981e-18,H1,2.993672721136981e-18,-1.0,8.962076361279694e-36
102,1187006834.0249023,0.02490234375,-2047.97509765625,-2.983490204303114e-18,H1,2.983490204303114e-18,-1.0,8.901213799172637e-36
103,1187006834.0251465,0.025146484375,-2047.974853515625,-2.983632537901577e-18,H1,2.983632537901577e-18,-1.0,8.902063121225006e-36
104,1187006834.0253906,0.025390625,-2047.974609375,-2.990969318262438e-18,H1,2.990969318262438e-18,-1.0,8.945897462787274e-36
105,1187006834.0256348,0.025634765625,-2047.974365234375,-2.9955660378467614e-18,H1,2.9955660378467614e-18,-1.0,8.973415887100945e-36
106,1187006834.025879,0.02587890625,-2047.97412109375,-2.9872764553795013e-18,H1,2.9872764553795013e-18,-1.0,8.923820620864718e-36
107,1187006834.026123,0.026123046875,-2047.973876953125,-2.9777676908702244e-18,H1,2.9777676908702244e-18,-1.0,8.867100420790588e-36
108,1187006834.0263672,0.0263671875,-2047.9736328125,-2.9898237511896096e-18,H1,2.9898237511896096e-18,-1.0,8.939046063177509e-36
109,1187006834.026611,0.026611328125,-2047.973388671875,-2.996801131187538e-18,H1,2.996801131187538e-18,-1.0,8.980817019886909e-36
110,1187006834.0268557,0.02685546875,-2047.97314453125,-2.986069130458612e-18,H1,2.986069130458612e-18,-1.0,8.916608851877852e-36
111,1187006834.0270996,0.027099609375,-2047.972900390625,-2.9829205055693446e-18,H1,2.9829205055693446e-18,-1.0,8.897814742546072e-36
112,1187006834.0273438,0.02734375,-2047.97265625,-2.987598169858317e-18,H1,2.987598169858317e-18,-1.0,8.925742824540765e-36
113,1187006834.027588,0.027587890625,-2047.972412109375,-2.9941405596147767e-18,H1,2.9941405596147767e-18,-1.0,8.964877690730287e-36
114,1187006834.027832,0.02783203125,-2047.97216796875,-2.990822926885828e-18,H1,2.990822926885828e-18,-1.0,8.94502177998591e-36
115,1187006834.0280762,0.028076171875,-2047.971923828125,-2.976841093167977e-18,H1,2.976841093167977e-18,-1.0,8.861582893973517e-36
116,1187006834.0283203,0.0283203125,-2047.9716796875,-2.9825955350012712e-18,H1,2.9825955350012712e-18,-1.0,8.895876125409519e-36
117,1187006834.0285645,0.028564453125,-2047.971435546875,-2.99484769725203e-18,H1,2.99484769725203e-18,-1.0,8.969112729735787e-36
118,1187006834.0288086,0.02880859375,-2047.97119140625,-2.983718057494736e-18,H1,2.983718057494736e-18,-1.0,8.902573446620159e-36
119,1187006834.0290527,0.029052734375,-2047.970947265625,-2.972992607755205e-18,H1,2.972992607755205e-18,-1.0,8.838685045767095e-36
120,1187006834.0292969,0.029296875,-2047.970703125,-2.9781958789854042e-18,H1,2.9781958789854042e-18,-1.0,8.869650693605644e-36
121,1187006834.029541,0.029541015625,-2047.970458984375,-2.9854179092064975e-18,H1,2.9854179092064975e-18,-1.0,8.912720092610895e-36
122,1187006834.0297852,0.02978515625,-2047.97021484375,-2.9823596722175255e-18,H1,2.9823596722175255e-18,-1.0,8.894469214469427e-36
123,1187006834.0300293,0.030029296875,-2047.969970703125,-2.9693107093537965e-18,H1,2.9693107093537965e-18,-1.0,8.816806088683146e-36
124,1187006834.0302734,0.0302734375,-2047.9697265625,-2.9707853653107174e-18,H1,2.9707853653107174e-18,-1.0,8.825565686744333e-36
125,1187006834.0305176,0.030517578125,-2047.969482421875,-2.9833300112184188e-18,H1,2.9833300112184188e-18,-1.0,8.900257955836489e-36
126,1187006834.0307617,0.03076171875,-2047.96923828125,-2.976510840208781e-18,H1,2.976510840208781e-18,-1.0,8.859616781880383e-36
127,1187006834.031006,0.031005859375,-2047.968994140625,-2.963969841016213e-18,H1,2.963969841016213e-18,-1.0,8.785117218453676e-36
128,1187006834.03125,0.03125,-2047.96875,-2.965071013223364e-18,H1,2.965071013223364e-18,-1.0,8.791646113457427e-36
129,1187006834.031494,0.031494140625,-2047.968505859375,-2.9715713211116774e-18,H1,2.9715713211116774e-18,-1.0,8.830236116453401e-36
130,1187006834.0317383,0.03173828125,-2047.96826171875,-2.971095457277097e-18,H1,2.971095457277097e-18,-1.0,8.827408216252602e-36
131,1187006834.0319824,0.031982421875,-2047.968017578125,-2.9575524301782572e-18,H1,2.9575524301782572e-18,-1.0,8.747116377253312e-36
132,1187006834.0322266,0.0322265625,-2047.9677734375,-2.9516940941882692e-18,H1,2.9516940941882692e-18,-1.0,8.712498025665905e-36
133,1187006834.0324707,0.032470703125,-2047.967529296875,-2.963510943447361e-18,H1,2.963510943447361e-18,-1.0,8.782397111932268e-36
134,1187006834.0327148,0.03271484375,-2047.96728515625,-2.9637334009494485e-18,H1,2.9637334009494485e-18,-1.0,8.783715671903384e-36
135,1187006834.032959,0.032958984375,-2047.967041015625,-2.9474480841490957e-18,H1,2.9474480841490957e-18,-1.0,8.687450208754173e-36
136,1187006834.0332031,0.033203125,-2047.966796875,-2.94482692698366e-18,H1,2.94482692698366e-18,-1.0,8.672005629888026e-36
137,1187006834.0334473,0.033447265625,-2047.966552734375,-2.953142717703124e-18,H1,2.953142717703124e-18,-1.0,8.721051911122993e-36
138,1187006834.0336914,0.03369140625,-2047.96630859375,-2.9529189683036145e-18,H1,2.9529189683036145e-18,-1.0,8.719730433367284e-36
139,1187006834.0339355,0.033935546875,-2047.966064453125,-2.942991759841565e-18,H1,2.942991759841565e-18,-1.0,8.661200498495352e-36
140,1187006834.0341797,0.0341796875,-2047.9658203125,-2.931172941593389e-18,H1,2.931172941593389e-18,-1.0,8.59177481352924e-36
141,1187006834.0344238,0.034423828125,-2047.965576171875,-2.9394832413390304e-18,H1,2.9394832413390304e-18,-1.0,8.640561726113012e-36
142,1187006834.034668,0.03466796875,-2047.96533203125,-2.9463200120098866e-18,H1,2.9463200120098866e-18,-1.0,8.680801613169939e-36
143,1187006834.034912,0.034912109375,-2047.965087890625,-2.9277560390247362e-18,H1,2.9277560390247362e-18,-1.0,8.571755424045813e-36
144,1187006834.0351562,0.03515625,-2047.96484375,-2.917904130647237e-18,H1,2.917904130647237e-18,-1.0,8.514164515648208e-36
145,1187006834.0354004,0.035400390625,-2047.964599609375,-2.925625281667697e-18,H1,2.925625281667697e-18,-1.0,8.559283288733192e-36
146,1187006834.0356443,0.03564453125,-2047.96435546875,-2.929853478030176e-18,H1,2.929853478030176e-18,-1.0,8.584041402725517e-36
147,1187006834.035889,0.035888671875,-2047.964111328125,-2.9191375034654204e-18,H1,2.9191375034654204e-18,-1.0,8.521363764138328e-36
148,1187006834.0361328,0.0361328125,-2047.9638671875,-2.905328964967093e-18,H1,2.905328964967093e-18,-1.0,8.440936394676759e-36
149,1187006834.036377,0.036376953125,-2047.963623046875,-2.9098641713644687e-18,H1,2.9098641713644687e-18,-1.0,8.467309495790623e-36
150,1187006834.036621,0.03662109375,-2047.96337890625,-2.9188708826394292e-18,H1,2.9188708826394292e-18,-1.0,8.519807229520278e-36
151,1187006834.0368652,0.036865234375,-2047.963134765625,-2.906497329523621e-18,H1,2.906497329523621e-18,-1.0,8.447726726527941e-36
152,1187006834.0371094,0.037109375,-2047.962890625,-2.8905197569594524e-18,H1,2.8905197569594524e-18,-1.0,8.355104465372931e-36
153,1187006834.0373535,0.037353515625,-2047.962646484375,-2.895777226471973e-18,H1,2.895777226471973e-18,-1.0,8.385525745353711e-36
154,1187006834.0375977,0.03759765625,-2047.96240234375,-2.9017535032261447e-18,H1,2.9017535032261447e-18,-1.0,8.420173393485201e-36
155,1187006834.0378418,0.037841796875,-2047.962158203125,-2.8901559469678085e-18,H1,2.8901559469678085e-18,-1.0,8.35300139779339e-36
156,1187006834.038086,0.0380859375,-2047.9619140625,-2.8760185443727108e-18,H1,2.8760185443727108e-18,-1.0,8.271482667575727e-36
157,1187006834.03833,0.038330078125,-2047.961669921875,-2.874160245402548e-18,H1,2.874160245402548e-18,-1.0,8.260797116252436e-36
158,1187006834.0385742,0.03857421875,-2047.96142578125,-2.8834282089118967e-18,H1,2.8834282089118967e-18,-1.0,8.314158235948867e-36
159,1187006834.0388184,0.038818359375,-2047.961181640625,-2.8787813058014173e-18,H1,2.8787813058014173e-18,-1.0,8.287381806631714e-36
160,1187006834.0390625,0.0390625,-2047.9609375,-2.85667375850115e-18,H1,2.85667375850115e-18,-1.0,8.160584962509086e-36
161,1187006834.0393066,0.039306640625,-2047.960693359375,-2.8558041520599562e-18,H1,2.8558041520599562e-18,-1.0,8.155617354922886e-36
162,1187006834.0395508,0.03955078125,-2047.96044921875,-2.867700616710593e-18,H1,2.867700616710593e-18,-1.0,8.223706827082316e-36
163,1187006834.039795,0.039794921875,-2047.960205078125,-2.8606271369048444e-18,H1,2.8606271369048444e-18,-1.0,8.183187616396408e-36
164,1187006834.040039,0.0400390625,-2047.9599609375,-2.842941254832095e-18,H1,2.842941254832095e-18,-1.0,8.082314978426287e-36
165,1187006834.0402832,0.040283203125,-2047.959716796875,-2.834325790897248e-18,H1,2.834325790897248e-18,-1.0,8.033402688945309e-36
166,1187006834.040527,0.04052734375,-2047.95947265625,-2.845908771179869e-18,H1,2.845908771179869e-18,-1.0,8.099196733878512e-36
167,1187006834.0407715,0.040771484375,-2047.959228515625,-2.845614076262969e-18,H1,2.845614076262969e-18,-1.0,8.097519471025949e-36
168,1187006834.0410156,0.041015625,-2047.958984375,-2.820365615152067e-18,H1,2.820365615152067e-18,-1.0,7.954462203132098e-36
169,1187006834.0412598,0.041259765625,-2047.958740234375,-2.8140455360900986e-18,H1,2.8140455360900986e-18,-1.0,7.918852279188608e-36
170,1187006834.041504,0.04150390625,-2047.95849609375,-2.825091046583572e-18,H1,2.825091046583572e-18,-1.0,7.981139421486661e-36
171,1187006834.041748,0.041748046875,-2047.958251953125,-2.821311300497781e-18,H1,2.821311300497781e-18,-1.0,7.959797454316481e-36
172,1187006834.0419922,0.0419921875,-2047.9580078125,-2.805165184874893e-18,H1,2.805165184874893e-18,-1.0,7.868951714434193e-36
173,1187006834.0422363,0.042236328125,-2047.957763671875,-2.7943286462065093e-18,H1,2.7943286462065093e-18,-1.0,7.808272583010303e-36
174,1187006834.0424805,0.04248046875,-2047.95751953125,-2.800551445999189e-18,H1,2.800551445999189e-18,-1.0,7.843088401688149e-36
175,1187006834.0427246,0.042724609375,-2047.957275390625,-2.804899272178032e-18,H1,2.804899272178032e-18,-1.0,7.867459927064853e-36
176,1187006834.0429688,0.04296875,-2047.95703125,-2.7842772466569298e-18,H1,2.7842772466569298e-18,-1.0,7.752199786251494e-36
177,1187006834.043213,0.043212890625,-2047.956787109375,-2.7700949512937653e-18,H1,2.7700949512937653e-18,-1.0,7.673426039183208e-36
178,1187006834.043457,0.04345703125,-2047.95654296875,-2.7803241225842265e-18,H1,2.7803241225842265e-18,-1.0,7.730202226623748e-36
179,1187006834.0437012,0.043701171875,-2047.956298828125,-2.7806280712659448e-18,H1,2.7806280712659448e-18,-1.0,7.731892470712168e-36
180,1187006834.0439453,0.0439453125,-2047.9560546875,-2.762368670200877e-18,H1,2.762368670200877e-18,-1.0,7.630680670107362e-36
181,1187006834.0441897,0.044189453125,-2047.955810546875,-2.748153179078643e-18,H1,2.748153179078643e-18,-1.0,7.552345895680051e-36
182,1187006834.0444336,0.04443359375,-2047.95556640625,-2.7524591685597362e-18,H1,2.7524591685597362e-18,-1.0,7.576031474588553e-36
183,1187006834.0446775,0.044677734375,-2047.955322265625,-2.7591358526737737e-18,H1,2.7591358526737737e-18,-1.0,7.612830653509832e-36
184,1187006834.044922,0.044921875,-2047.955078125,-2.742677680521493e-18,H1,2.742677680521493e-18,-1.0,7.522280859230757e-36
185,1187006834.045166,0.045166015625,-2047.954833984375,-2.722568025271241e-18,H1,2.722568025271241e-18,-1.0,7.412376652229343e-36
186,1187006834.0454102,0.04541015625,-2047.95458984375,-2.729435386718473e-18,H1,2.729435386718473e-18,-1.0,7.449817530271021e-36
187,1187006834.0456543,0.045654296875,-2047.954345703125,-2.737541745450765e-18,H1,2.737541745450765e-18,-1.0,7.494134808085619e-36
188,1187006834.0458984,0.0458984375,-2047.9541015625,-2.719773513050744e-18,H1,2.719773513050744e-18,-1.0,7.397167962292385e-36
189,1187006834.0461426,0.046142578125,-2047.953857421875,-2.7013309780255945e-18,H1,2.7013309780255945e-18,-1.0,7.297189052840715e-36
190,1187006834.0463867,0.04638671875,-2047.95361328125,-2.702023077678872e-18,H1,2.702023077678872e-18,-1.0,7.300928712309203e-36
191,1187006834.0466309,0.046630859375,-2047.953369140625,-2.710814328244117e-18,H1,2.710814328244117e-18,-1.0,7.348514322213603e-36
192,1187006834.046875,0.046875,-2047.953125,-2.6976931860134645e-18,H1,2.6976931860134645e-18,-1.0,7.277548525863477e-36
193,1187006834.0471191,0.047119140625,-2047.952880859375,-2.6714272708388814e-18,H1,2.6714272708388814e-18,-1.0,7.136523663381675e-36
194,1187006834.0473633,0.04736328125,-2047.95263671875,-2.673959428593207e-18,H1,2.673959428593207e-18,-1.0,7.150059025762509e-36
195,1187006834.0476074,0.047607421875,-2047.952392578125,-2.68599738653618e-18,H1,2.68599738653618e-18,-1.0,7.214581960479189e-36
196,1187006834.0478516,0.0478515625,-2047.9521484375,-2.672846879226141e-18,H1,2.672846879226141e-18,-1.0,7.144110439788921e-36
197,1187006834.0480957,0.048095703125,-2047.951904296875,-2.650269432265123e-18,H1,2.650269432265123e-18,-1.0,7.023928063598898e-36
198,1187006834.0483398,0.04833984375,-2047.95166015625,-2.647374776842749e-18,H1,2.647374776842749e-18,-1.0,7.008593209063196e-36
199,1187006834.048584,0.048583984375,-2047.951416015625,-2.657167258831803e-18,H1,2.657167258831803e-18,-1.0,7.060537841407719e-36
